mkdir: 313_0.01_fixcache: File exists
_RegisterApplication(), FAILED TO establish the default connection to the WindowServer, _CGSDefaultConnection() is NULL.
('iter : ', 160000, 'objective : ', 1067540.26)
('iter : ', 150000, 'objective : ', 1088658.0500000096)
('iter : ', 190000, 'objective : ', 1043551.5200000058)
('iter : ', 200000, 'objective : ', 1053526.739999997)
('iter : ', 170000, 'objective : ', 1066513.4300000009)
('iter : ', 160000, 'objective : ', 1088081.2839999998)
('iter : ', 200000, 'objective : ', 1042957.9200000033)
('iter : ', 210000, 'objective : ', 1052793.3800000022)
('iter : ', 180000, 'objective : ', 1065489.8900000027)
('iter : ', 170000, 'objective : ', 1087530.3340000133)
('iter : ', 220000, 'objective : ', 1052115.8600000031)
('iter : ', 210000, 'objective : ', 1042564.6799999957)
('iter : ', 230000, 'objective : ', 1051478.0000000035)
('iter : ', 180000, 'objective : ', 1086996.6540000006)
('iter : ', 190000, 'objective : ', 1064525.0699999952)
('iter : ', 240000, 'objective : ', 1050902.8400000059)
('iter : ', 190000, 'objective : ', 1086459.7740000037)
('iter : ', 220000, 'objective : ', 1041928.4800000042)
('iter : ', 200000, 'objective : ', 1063633.4400000037)
('iter : ', 250000, 'objective : ', 1050391.1600000057)
('iter : ', 230000, 'objective : ', 1041480.8000000063)
('iter : ', 200000, 'objective : ', 1085923.1539999999)
('iter : ', 210000, 'objective : ', 1062840.7999999949)
('iter : ', 260000, 'objective : ', 1049867.0)
('iter : ', 240000, 'objective : ', 1041160.4799999916)
('iter : ', 270000, 'objective : ', 1049391.2799999996)
('iter : ', 220000, 'objective : ', 1062068.320000001)
('iter : ', 250000, 'objective : ', 1040894.7199999979)
('iter : ', 210000, 'objective : ', 1085479.0480000034)
('iter : ', 280000, 'objective : ', 1048824.5800000003)
('iter : ', 230000, 'objective : ', 1061287.6200000027)
('iter : ', 260000, 'objective : ', 1040640.9200000092)
('iter : ', 220000, 'objective : ', 1085034.386000002)
('iter : ', 290000, 'objective : ', 1048431.7800000026)
('iter : ', 240000, 'objective : ', 1060372.2700000007)
('iter : ', 270000, 'objective : ', 1040452.2800000007)
('iter : ', 300000, 'objective : ', 1048006.7199999953)
('iter : ', 230000, 'objective : ', 1084543.1340000064)
('iter : ', 250000, 'objective : ', 1059787.9799999995)
('iter : ', 280000, 'objective : ', 1040271.2399999949)
('iter : ', 310000, 'objective : ', 1047642.9800000025)
('iter : ', 240000, 'objective : ', 1084087.7379999973)
('iter : ', 260000, 'objective : ', 1059164.5999999936)
('iter : ', 290000, 'objective : ', 1040095.3600000017)
('iter : ', 300000, 'objective : ', 1039835.4800000049)
('iter : ', 270000, 'objective : ', 1058474.4700000032)
('iter : ', 250000, 'objective : ', 1083647.6120000032)
('iter : ', 320000, 'objective : ', 1047067.6600000018)
('iter : ', 310000, 'objective : ', 1040056.3600000053)
('iter : ', 280000, 'objective : ', 1057860.190000002)
('iter : ', 260000, 'objective : ', 1083238.2759999984)
('iter : ', 320000, 'objective : ', 1040064.3600000006)
('iter : ', 290000, 'objective : ', 1057154.5100000021)
('iter : ', 330000, 'objective : ', 1046796.080000001)
('iter : ', 270000, 'objective : ', 1082831.1500000078)
('iter : ', 330000, 'objective : ', 1040069.1199999974)
('iter : ', 340000, 'objective : ', 1046435.1599999967)
('iter : ', 300000, 'objective : ', 1056596.0099999995)
('iter : ', 280000, 'objective : ', 1082378.0759999999)
('iter : ', 350000, 'objective : ', 1045922.0599999952)
('iter : ', 340000, 'objective : ', 1039655.4000000012)
('iter : ', 290000, 'objective : ', 1081953.9020000028)
('iter : ', 310000, 'objective : ', 1056058.0400000112)
('iter : ', 360000, 'objective : ', 1045532.7600000087)
('iter : ', 300000, 'objective : ', 1081559.9440000111)
('iter : ', 370000, 'objective : ', 1045199.1000000008)
('iter : ', 350000, 'objective : ', 1039600.0799999908)
('iter : ', 320000, 'objective : ', 1055403.9100000206)
('iter : ', 310000, 'objective : ', 1081144.242000001)
('iter : ', 380000, 'objective : ', 1045004.2200000031)
('iter : ', 360000, 'objective : ', 1039660.5199999948)
('iter : ', 330000, 'objective : ', 1054899.4100000216)
('iter : ', 320000, 'objective : ', 1080761.4180000087)
('iter : ', 390000, 'objective : ', 1044523.4800000088)
('iter : ', 370000, 'objective : ', 1039808.2400000063)
('iter : ', 340000, 'objective : ', 1054301.2700000098)
('iter : ', 400000, 'objective : ', 1044065.8800000123)
('iter : ', 380000, 'objective : ', 1039971.2399999992)
('iter : ', 330000, 'objective : ', 1080375.8360000011)
('iter : ', 350000, 'objective : ', 1053857.8100000019)
('iter : ', 410000, 'objective : ', 1043944.5800000109)
('iter : ', 390000, 'objective : ', 1039806.7200000025)
('iter : ', 360000, 'objective : ', 1053387.1700000104)
('iter : ', 420000, 'objective : ', 1043737.9400000103)
('iter : ', 400000, 'objective : ', 1039988.9999999979)
('iter : ', 340000, 'objective : ', 1080012.0940000089)
('iter : ', 370000, 'objective : ', 1052939.8900000032)
('iter : ', 430000, 'objective : ', 1043254.1999999972)
('iter : ', 410000, 'objective : ', 1040257.8000000085)
('iter : ', 350000, 'objective : ', 1079652.5160000138)
('iter : ', 380000, 'objective : ', 1052562.3200000071)
('iter : ', 420000, 'objective : ', 1040395.0400000014)
('iter : ', 440000, 'objective : ', 1043124.1600000028)
('iter : ', 360000, 'objective : ', 1079306.8760000051)
('iter : ', 390000, 'objective : ', 1052204.2800000038)
('iter : ', 430000, 'objective : ', 1040186.8400000038)
('iter : ', 400000, 'objective : ', 1051825.830000005)
('iter : ', 370000, 'objective : ', 1078962.7639999983)
('iter : ', 440000, 'objective : ', 1040252.0400000042)
('iter : ', 450000, 'objective : ', 1042900.2000000109)
('iter : ', 410000, 'objective : ', 1051524.8500000099)
('iter : ', 380000, 'objective : ', 1078630.3460000008)
('iter : ', 450000, 'objective : ', 1040495.2000000055)
('iter : ', 460000, 'objective : ', 1042511.5800000001)
('iter : ', 420000, 'objective : ', 1051222.3900000039)
('iter : ', 390000, 'objective : ', 1078326.1680000073)
('iter : ', 470000, 'objective : ', 1042239.179999992)
('iter : ', 460000, 'objective : ', 1040711.0399999989)
('iter : ', 430000, 'objective : ', 1050929.3800000015)
('iter : ', 400000, 'objective : ', 1078006.8100000122)
('iter : ', 480000, 'objective : ', 1041951.5400000066)
('iter : ', 490000, 'objective : ', 1041810.9599999998)
('iter : ', 410000, 'objective : ', 1077714.1139999973)
('iter : ', 470000, 'objective : ', 1040804.0800000021)
('iter : ', 440000, 'objective : ', 1050584.420000016)
('iter : ', 500000, 'objective : ', 1041758.6599999993)
('iter : ', 480000, 'objective : ', 1040931.7600000005)
('iter : ', 420000, 'objective : ', 1077426.3020000139)
('iter : ', 510000, 'objective : ', 1041619.0799999931)
('iter : ', 450000, 'objective : ', 1050269.5300000184)
('iter : ', 490000, 'objective : ', 1041154.5600000035)
('iter : ', 430000, 'objective : ', 1077140.9940000135)
('iter : ', 520000, 'objective : ', 1041476.2599999886)
('iter : ', 460000, 'objective : ', 1050017.3000000198)
('iter : ', 500000, 'objective : ', 1041313.0400000057)
('iter : ', 440000, 'objective : ', 1076800.3860000148)
('iter : ', 530000, 'objective : ', 1041325.6000000028)
('iter : ', 510000, 'objective : ', 1041058.1199999958)
('iter : ', 470000, 'objective : ', 1049736.5500000203)
('iter : ', 540000, 'objective : ', 1041073.140000004)
('iter : ', 520000, 'objective : ', 1041114.3599999935)
('iter : ', 450000, 'objective : ', 1076476.5560000055)
('iter : ', 480000, 'objective : ', 1049458.3000000175)
('iter : ', 550000, 'objective : ', 1040969.7000000078)
('iter : ', 530000, 'objective : ', 1041389.0799999958)
('iter : ', 490000, 'objective : ', 1049086.2500000137)
('iter : ', 560000, 'objective : ', 1040824.7200000072)
('iter : ', 460000, 'objective : ', 1076149.7420000082)
('iter : ', 540000, 'objective : ', 1041746.4000000022)
('iter : ', 500000, 'objective : ', 1048805.0800000078)
('iter : ', 550000, 'objective : ', 1041977.1600000092)
('iter : ', 470000, 'objective : ', 1075812.9900000116)
('iter : ', 510000, 'objective : ', 1048537.6900000138)
('iter : ', 570000, 'objective : ', 1040643.0600000069)
('iter : ', 560000, 'objective : ', 1041963.3599999966)
('iter : ', 520000, 'objective : ', 1048363.140000003)
('iter : ', 480000, 'objective : ', 1075507.5100000096)
('iter : ', 570000, 'objective : ', 1042116.840000009)
('iter : ', 530000, 'objective : ', 1048070.0900000063)
('iter : ', 580000, 'objective : ', 1040582.0000000098)
('iter : ', 490000, 'objective : ', 1075200.6099999971)
('iter : ', 580000, 'objective : ', 1041995.0000000054)
('iter : ', 590000, 'objective : ', 1040588.120000006)
('iter : ', 540000, 'objective : ', 1047930.0800000194)
('iter : ', 500000, 'objective : ', 1074917.0080000022)
('iter : ', 600000, 'objective : ', 1040492.3199999958)
('iter : ', 550000, 'objective : ', 1047734.5500000063)
('iter : ', 590000, 'objective : ', 1042051.6000000102)
('iter : ', 510000, 'objective : ', 1074615.3580000005)
('iter : ', 610000, 'objective : ', 1040456.9999999949)
('iter : ', 520000, 'objective : ', 1074351.1920000038)
('iter : ', 560000, 'objective : ', 1047447.6700000074)
('iter : ', 620000, 'objective : ', 1040393.0199999996)
('iter : ', 600000, 'objective : ', 1042280.4800000109)
('iter : ', 530000, 'objective : ', 1074106.1680000054)
('iter : ', 630000, 'objective : ', 1040300.6399999952)
('iter : ', 610000, 'objective : ', 1042505.8000000168)
('iter : ', 570000, 'objective : ', 1047279.3400000065)
('iter : ', 540000, 'objective : ', 1073870.0779999979)
('iter : ', 640000, 'objective : ', 1040296.5800000073)
('iter : ', 620000, 'objective : ', 1042495.4400000151)
('iter : ', 580000, 'objective : ', 1047010.6000000106)
('iter : ', 550000, 'objective : ', 1073664.4839999992)
('iter : ', 650000, 'objective : ', 1040298.9200000012)
('iter : ', 630000, 'objective : ', 1042539.7600000117)
('iter : ', 590000, 'objective : ', 1046933.380000014)
('iter : ', 560000, 'objective : ', 1073414.8200000145)
('iter : ', 660000, 'objective : ', 1040318.7000000083)
('iter : ', 640000, 'objective : ', 1042688.2000000135)
('iter : ', 600000, 'objective : ', 1046752.8600000099)
('iter : ', 670000, 'objective : ', 1040266.4200000048)
('iter : ', 650000, 'objective : ', 1042737.2800000135)
('iter : ', 570000, 'objective : ', 1073158.086000009)
('iter : ', 610000, 'objective : ', 1046537.6300000133)
('iter : ', 680000, 'objective : ', 1040404.7200000026)
('iter : ', 660000, 'objective : ', 1042581.600000012)
('iter : ', 620000, 'objective : ', 1046326.3100000144)
('iter : ', 580000, 'objective : ', 1072903.9300000095)
('iter : ', 690000, 'objective : ', 1040372.2800000069)
('iter : ', 670000, 'objective : ', 1042654.1600000067)
('iter : ', 630000, 'objective : ', 1046133.5700000059)
('iter : ', 680000, 'objective : ', 1042776.600000001)
('iter : ', 700000, 'objective : ', 1040443.9599999964)
('iter : ', 590000, 'objective : ', 1072656.774000007)
('iter : ', 640000, 'objective : ', 1045945.6700000002)
('iter : ', 690000, 'objective : ', 1043005.7600000096)
('iter : ', 600000, 'objective : ', 1072405.4860000112)
('iter : ', 650000, 'objective : ', 1045762.2800000021)
('iter : ', 700000, 'objective : ', 1043129.8000000007)
('iter : ', 710000, 'objective : ', 1040528.7200000018)
('iter : ', 660000, 'objective : ', 1045523.1200000112)
('iter : ', 610000, 'objective : ', 1072145.1960000119)
('iter : ', 710000, 'objective : ', 1043106.0800000028)
('iter : ', 720000, 'objective : ', 1040619.0199999906)
('iter : ', 670000, 'objective : ', 1045259.8200000154)
('iter : ', 620000, 'objective : ', 1071890.4500000109)
('iter : ', 730000, 'objective : ', 1040612.6599999971)
('iter : ', 720000, 'objective : ', 1043529.7200000107)
('iter : ', 680000, 'objective : ', 1045068.3200000098)
('iter : ', 630000, 'objective : ', 1071633.7000000139)
('iter : ', 740000, 'objective : ', 1040628.0600000054)
('iter : ', 640000, 'objective : ', 1071386.0140000151)
('iter : ', 750000, 'objective : ', 1040653.7400000019)
('iter : ', 730000, 'objective : ', 1043640.7199999974)
('iter : ', 690000, 'objective : ', 1044884.4600000088)
('iter : ', 760000, 'objective : ', 1040652.26)
('iter : ', 650000, 'objective : ', 1071159.5140000116)
('iter : ', 740000, 'objective : ', 1043739.480000003)
('iter : ', 700000, 'objective : ', 1044720.0500000099)
('iter : ', 770000, 'objective : ', 1040622.7399999989)
('iter : ', 750000, 'objective : ', 1043635.3999999964)
('iter : ', 660000, 'objective : ', 1070899.3600000136)
('iter : ', 780000, 'objective : ', 1040480.0599999987)
('iter : ', 710000, 'objective : ', 1044639.6900000068)
('iter : ', 760000, 'objective : ', 1043656.5199999965)
('iter : ', 670000, 'objective : ', 1070686.6900000097)
('iter : ', 790000, 'objective : ', 1040456.6199999951)
('iter : ', 720000, 'objective : ', 1044570.6100000062)
('iter : ', 770000, 'objective : ', 1043831.1200000009)
('iter : ', 680000, 'objective : ', 1070473.5540000023)
('iter : ', 800000, 'objective : ', 1040575.2799999911)
('iter : ', 780000, 'objective : ', 1043933.7200000038)
('iter : ', 730000, 'objective : ', 1044398.3300000086)
('iter : ', 690000, 'objective : ', 1070271.5480000046)
('iter : ', 810000, 'objective : ', 1040679.8600000073)
('iter : ', 790000, 'objective : ', 1043808.6000000081)
('iter : ', 740000, 'objective : ', 1044254.9400000069)
('iter : ', 700000, 'objective : ', 1070061.8200000154)
('iter : ', 800000, 'objective : ', 1043841.4800000053)
('iter : ', 750000, 'objective : ', 1044065.7600000084)
('iter : ', 820000, 'objective : ', 1040773.1799999916)
('iter : ', 810000, 'objective : ', 1044235.9600000029)
('iter : ', 760000, 'objective : ', 1043939.1000000171)
('iter : ', 710000, 'objective : ', 1069864.8880000042)
('iter : ', 820000, 'objective : ', 1044108.9200000056)
('iter : ', 770000, 'objective : ', 1043834.58000001)
('iter : ', 830000, 'objective : ', 1040787.7599999976)
('iter : ', 720000, 'objective : ', 1069655.6240000101)
('iter : ', 830000, 'objective : ', 1044181.2400000017)
('iter : ', 780000, 'objective : ', 1043660.4500000059)
('iter : ', 840000, 'objective : ', 1040829.239999997)
('iter : ', 730000, 'objective : ', 1069449.3620000081)
('iter : ', 790000, 'objective : ', 1043496.6500000037)
('iter : ', 850000, 'objective : ', 1040823.3199999956)
('iter : ', 840000, 'objective : ', 1044508.2400000048)
('iter : ', 740000, 'objective : ', 1069249.3080000055)
('iter : ', 800000, 'objective : ', 1043335.4799999993)
('iter : ', 860000, 'objective : ', 1040886.5599999914)
('iter : ', 750000, 'objective : ', 1069043.5820000088)
('iter : ', 810000, 'objective : ', 1043233.8099999913)
('iter : ', 870000, 'objective : ', 1040929.4200000013)
('iter : ', 850000, 'objective : ', 1044544.2400000092)
('iter : ', 760000, 'objective : ', 1068820.2500000005)
('iter : ', 880000, 'objective : ', 1040709.1200000006)
('iter : ', 860000, 'objective : ', 1044614.0799999959)
('iter : ', 820000, 'objective : ', 1043118.0800000044)
('iter : ', 890000, 'objective : ', 1040747.3799999994)
('iter : ', 870000, 'objective : ', 1044849.2800000042)
('iter : ', 770000, 'objective : ', 1068587.6320000105)
('iter : ', 900000, 'objective : ', 1040813.2599999905)
('iter : ', 880000, 'objective : ', 1044863.0000000158)
('iter : ', 780000, 'objective : ', 1068372.8720000109)
('iter : ', 830000, 'objective : ', 1043061.1300000109)
('iter : ', 910000, 'objective : ', 1040980.4399999975)
('iter : ', 890000, 'objective : ', 1044962.1600000063)
('iter : ', 790000, 'objective : ', 1068166.778000006)
('iter : ', 840000, 'objective : ', 1042868.2200000171)
('iter : ', 920000, 'objective : ', 1040991.2199999981)
('iter : ', 900000, 'objective : ', 1045114.1200000107)
('iter : ', 800000, 'objective : ', 1067976.714000006)
('iter : ', 850000, 'objective : ', 1042739.4100000109)
('iter : ', 930000, 'objective : ', 1040955.0000000023)
('iter : ', 910000, 'objective : ', 1045082.0400000053)
('iter : ', 860000, 'objective : ', 1042602.9900000001)
('iter : ', 810000, 'objective : ', 1067775.8080000062)
('iter : ', 940000, 'objective : ', 1040916.9199999974)
('iter : ', 920000, 'objective : ', 1044949.6800000027)
('iter : ', 870000, 'objective : ', 1042431.4200000061)
('iter : ', 820000, 'objective : ', 1067596.3040000056)
('iter : ', 930000, 'objective : ', 1044811.0800000068)
('iter : ', 950000, 'objective : ', 1040877.2999999983)
('iter : ', 880000, 'objective : ', 1042276.6499999951)
('iter : ', 940000, 'objective : ', 1044957.5600000111)
('iter : ', 830000, 'objective : ', 1067406.6660000102)
('iter : ', 890000, 'objective : ', 1042044.6499999971)
('iter : ', 950000, 'objective : ', 1045128.2000000179)
